Year;Month;Municipality;Municipality Code;Connection Power;Completed Processes
2021;09;Penafiel;1311;1.2;4
2021;09;Vizela;0314;2.1;3
2021;09;Sesimbra;1511;4.1;6
2021;09;Vila Real de Santo António;0816;0.0;1
2021;09;Miranda do Corvo;0609;1.25;1
2021;09;São Pedro do Sul;1816;1.25;1
2021;09;Oliveira do Bairro;0114;4.6;2
2021;09;Oliveira do Bairro;0114;1.0;2
2021;09;Sousel;1215;2.6;1
2021;09;Grândola;1505;2.0;1
2021;09;Alenquer;1101;2.5;3
2021;09;Mira;0608;29.5;2
2021;09;Albergaria-a-Velha;0102;1.35;2
2021;09;Lourinhã;1108;19.3;3
2021;09;Montalegre;1706;1.05;1
2021;09;Amarante;1301;3.9;2
2021;09;Amarante;1301;4.0;4
2021;09;Viana do Castelo;1609;0.6;1
2021;09;Coruche;1409;1.5;1
2021;09;Tomar;1418;2.2;3
2021;09;Braga;0303;3.25;5
2021;09;Braga;0303;1.1;2
2021;09;Sintra;1111;6.05;7
2021;09;Sintra;1111;1.5;3
2021;09;Aveiro;0105;6.0;2
2021;09;Mafra;1109;2.4;2
2021;09;Mafra;1109;1.1;1
2021;09;Miranda do douro;0406;0.0;2
2021;09;Miranda do douro;0406;4.4;1
2021;09;Miranda do douro;0406;0.5;1
2021;09;Covilhã;0503;0.9;1
2021;09;Maia;1306;1.5;1
2021;09;Santiago do Cacém;1509;3.05;2
2021;09;Leiria;1009;7.0;3
2021;09;Almada;1503;4.1;2
2021;09;Barcelos;0302;10.96;10
2021;09;Barcelos;0302;0.5;1
2021;09;Arouca;0104;1.24;2
2021;09;Seia;0912;2.0;1
2021;09;Santa Maria da Feira;0109;22.85;7
2021;09;Beja;0205;3.4;2
2021;09;Guarda;0907;4.8;3
2021;09;Santarém;1416;1.0;1
2021;09;Alenquer;1101;4.0;1
2021;09;Entroncamento;1410;0.5;2
2021;09;Lourinhã;1108;0.9;1
2021;09;Palmela;1508;6.9;4
2021;09;Paredes de Coura;1605;4.55;2
2021;09;Valongo;1315;10.05;3
2021;09;Fundão;0504;3.0;1
2021;09;Viseu;1823;28.96;8
2021;09;Vila Real;1714;0.64;1
2021;09;Vila Real;1714;1.5;1
2021;09;Salvaterra de Magos;1415;12.1;3
2021;09;Benavente;1405;2.6;3
2021;09;Ponte de Lima;1607;1.05;1
2021;09;Coruche;1409;20.35;2
2021;09;Póvoa de Varzim;1313;8.9;5
2021;09;Póvoa de Varzim;1313;2.2;3
2021;09;Arruda dos Vinhos;1102;1.0;1
2021;09;Tábua;0616;1.2;2
2021;09;Cinfães;1804;2.1;1
2021;09;Oeiras;1110;1.5;1
2021;09;Montijo;1507;1.0;1
2021;09;Torres Novas;1419;16.0;4
2021;09;Torres Vedras;1113;4.0;1
2021;08;Portel;0709;0.5;1
2021;09;Portel;0709;25.0;1
2021;08;Ourém;1421;2.61;2
2021;09;Vila Nova de Cerveira;1610;0.6;1
2021;08;Moimenta da Beira;1807;1.5;1
2021;09;Vinhais;0412;0.7;1
2021;08;Monchique;0809;5.0;2
2021;08;Lousã;0607;1.8;2
2021;08;Vieira do Minho;0311;0.9;1
2021;08;Amares;0301;2.7;3
2021;08;Mora;0707;0.25;1
2021;09;Figueira de Castelo Rodrigo;0904;2.0;1
2021;08;Póvoa de Lanhoso;0309;9.2;5
2021;09;Oliveira de Azeméis;0113;2.4;2
2021;09;Ílhavo;0110;29.1;3
2021;09;Albufeira;0801;3.66;2
2021;09;Portalegre;1214;2.5;1
2021;09;Portalegre;1214;2.0;1
2021;09;Penela;0614;1.05;1
2021;09;Oliveira do Hospital;0611;0.5;2
2021;09;São Brás de Alportel;0812;1.2;2
2021;09;Moita;1506;4.2;1
2021;09;Moita;1506;6.2;3
2021;09;Cadaval;1104;1.5;1
2021;09;Cadaval;1104;2.1;2
2021;09;Vidigueira;0214;1.0;1
2021;09;Santo Tirso;1314;7.05;7
2021;09;Santo Tirso;1314;1.4;3
2021;09;Baião;1302;0.6;1
2021;09;Évora;0705;21.68;12
2021;09;Évora;0705;1.8;1
2021;09;Góis;0606;0.6;3
2021;09;Constância;1408;2.5;2
2021;09;Freixo de Espada À Cinta;0404;0.64;1
2021;09;Vendas Novas;0712;0.75;1
2021;09;Fornos de Algodres;0905;0.5;1
2021;09;Carregal do Sal;1802;3.0;1
2021;09;Carregal do Sal;1802;4.0;1
2021;09;Carregal do Sal;1802;0.25;1
2021;09;Vila Nova de Gaia;1317;12.4;9
2021;09;Esposende;0306;4.35;3
2021;09;Esposende;0306;8.0;2
2021;09;Paredes;1310;4.5;2
2021;09;Paredes;1310;6.5;3
2021;09;Paredes;1310;11.55;4
2021;09;Barcelos;0302;25.95;7
2021;09;Barcelos;0302;11.95;8
2021;09;Montemor-o-Novo;0706;10.0;1
2021;09;Freixo de Espada À Cinta;0404;0.5;1
2021;09;Barreiro;1504;2.7;2
2021;09;Sátão;1817;1.55;2
2021;09;Caldas da Rainha;1006;5.0;2
2021;09;Caldas da Rainha;1006;3.0;2
2021;09;Caldas da Rainha;1006;11.0;3
2021;09;Amadora;1115;0.0;1
2021;09;Bragança;0402;4.6;3
2021;09;Bragança;0402;1.5;1
2021;09;Mafra;1109;10.25;10
2021;09;Mafra;1109;7.56;8
2021;09;Mafra;1109;1.05;1
2021;09;Mafra;1109;3.5;3
2021;09;Mafra;1109;2.1;2
2021;09;Paços de Ferreira;1309;6.0;4
2021;09;Vila Nova de Famalicão;0312;3.0;5
2021;09;Vila Nova de Famalicão;0312;31.15;26
2021;09;Vila Nova de Famalicão;0312;9.93;6
2021;09;Estremoz;0704;4.5;1
2021;09;Évora;0705;3.15;3
2021;09;Marinha Grande;1010;4.15;4
2021;09;Almeirim;1403;2.1;1
2021;09;Alenquer;1101;0.0;1
2021;09;Leiria;1009;13.4;7
2021;09;Vieira do Minho;0311;1.8;1
2021;09;Nazaré;1011;1.0;1
2021;09;Cantanhede;0602;3.68;1
2021;09;Abrantes;1401;0.6;1
2021;09;Abrantes;1401;5.0;3
2021;09;Abrantes;1401;28.0;2
2021;09;Porto;1312;2.0;2
2021;09;Ílhavo;0110;1.05;2
2021;09;Sesimbra;1511;4.9;5
2021;09;Sesimbra;1511;6.8;5
2021;09;Melgaço;1603;2.0;1
2021;09;Vila Real;1714;5.0;2
2021;09;Vila Real;1714;1.0;1
2021;09;Vila Real;1714;21.65;13
2021;09;Santiago do Cacém;1509;1.5;1
2021;09;Sardoal;1417;4.0;1
2021;09;Sardoal;1417;0.5;1
2021;09;Viseu;1823;5.0;2
2021;09;Viseu;1823;3.15;4
2021;09;Viseu;1823;8.6;11
2021;09;Sousel;1215;2.0;1
2021;09;Matosinhos;1308;5.9;6
2021;09;Matosinhos;1308;44.0;4
2021;09;Coruche;1409;4.05;2
2021;09;Figueira da Foz;0605;3.68;1
2021;09;Vila Nova de Cerveira;1610;0.9;1
2021;09;Vouzela;1824;1.1;2
2021;09;Guimarães;0308;18.25;17
2021;09;Guimarães;0308;1.0;1
2021;09;Lisboa;1106;0.6;1
2021;09;Almada;1503;1.75;1
2021;09;Pinhel;0910;1.8;1
2021;09;Pinhel;0910;3.0;1
2021;09;Pinhel;0910;1.5;1
2021;09;Coimbra;0603;6.85;4
2021;09;Aveiro;0105;1.65;2
2021;09;Aveiro;0105;12.1;5
2021;09;Aveiro;0105;3.05;5
2021;09;Vinhais;0412;1.25;1
2021;09;Castelo Branco;0502;4.25;3
2021;09;Castelo Branco;0502;2.85;2
2021;09;Arcos de Valdevez;1601;3.15;3
2021;09;Vila Verde;0313;3.6;5
2021;09;Ansião;1003;1.05;1
2021;09;Amares;0301;3.4;3
2021;09;Póvoa de Varzim;1313;8.6;2
2021;09;Póvoa de Varzim;1313;11.4;2
2021;09;Póvoa de Varzim;1313;2.4;3
2021;09;Viana do Castelo;1609;12.35;6
2021;09;Grândola;1505;0.9;1
2021;09;Olhão;0810;4.3;3
2021;09;Cartaxo;1406;0.25;1
2021;09;Póvoa de Lanhoso;0309;5.0;1
2021;09;Vila Franca de Xira;1114;1.2;1
2021;09;Ponte de Lima;1607;10.5;2
2021;09;Lagoa;0806;3.6;1
2021;09;Torres Novas;1419;1.6;2
2021;09;Tomar;1418;5.05;2
2021;09;Tomar;1418;3.75;3
2021;09;Tomar;1418;2.0;1
2021;09;Águeda;0101;6.0;1
2021;09;Maia;1306;10.88;6
2021;09;Maia;1306;2.2;2
2021;09;Sintra;1111;8.55;6
2021;09;Felgueiras;1303;25.0;1
2021;09;Felgueiras;1303;16.65;7
2021;09;Felgueiras;1303;1.85;3
2021;09;Braga;0303;1.4;1
2021;09;Setúbal;1512;3.35;4
2021;09;Setúbal;1512;3.15;3
2021;09;Serpa;0213;0.35;1
2021;09;Serpa;0213;0.5;1
2021;09;Ourém;1421;5.7;3
2021;09;Paredes de Coura;1605;1.5;1
2021;09;Mira;0608;1.2;3
2021;09;Chamusca;1407;1.8;2
2021;09;Oeiras;1110;2.3;3
2021;09;Fafe;0307;1.05;1
2021;09;Anadia;0103;8.2;5
2021;09;Odemira;0211;6.25;4
2021;09;Porto de Mós;1016;4.0;4
2021;09;Benavente;1405;1.2;2
2021;09;Cascais;1105;10.0;9
2021;09;Cascais;1105;21.3;13
2021;09;Santo Tirso;1314;1.75;1
2021;09;Santo Tirso;1314;0.6;2
2021;09;Óbidos;1012;5.9;3
2021;09;Caminha;1602;1.4;2
2021;09;Valença;1608;0.75;2
2021;09;Mora;0707;2.0;1
2021;09;Vendas Novas;0712;0.7;2
2021;09;Marco de Canaveses;1307;0.5;1
2021;09;Baião;1302;2.65;2
2021;09;Cinfães;1804;0.25;1
2021;09;Castro daire;1803;2.75;2
2021;09;Vila Verde;0313;4.05;3
2021;09;Montemor-o-Velho;0610;1.35;2
2021;09;Palmela;1508;4.05;3
2021;09;Tondela;1821;0.9;2
2021;09;Cascais;1105;9.05;8
2021;09;Aveiro;0105;8.55;4
2021;09;Covilhã;0503;12.2;3
2021;09;Vila Nova de Gaia;1317;9.18;4
2021;09;Marinha Grande;1010;2.4;2
2021;09;Santo Tirso;1314;9.1;3
2021;09;Arouca;0104;0.6;1
2021;09;Pedrógão Grande;1013;2.0;1
2021;09;Pombal;1015;3.2;3
2021;09;Cantanhede;0602;6.1;4
2021;09;Almada;1503;5.1;2
2021;09;Portimão;0811;6.75;3
2021;09;Portimão;0811;2.25;2
2021;09;São João da Madeira;0116;2.0;1
2021;09;São João da Madeira;0116;2.1;1
2021;09;Alcobaça;1001;6.3;2
2021;09;Alcobaça;1001;0.0;1
2021;09;Alcobaça;1001;1.5;1
2021;09;Resende;1813;1.0;1
2021;09;Lousada;1305;4.43;2
2021;09;Alcanena;1402;3.6;1
2021;09;Aljezur;0803;0.9;2
2021;09;Silves;0813;1.6;3
2021;09;Silves;0813;0.5;2
2021;09;Silves;0813;1.05;1
2021;09;Silves;0813;10.0;1
2021;09;Batalha;1004;1.95;2
2021;09;Moura;0210;0.7;1
2021;09;Seixal;1510;14.2;7
2021;09;Alcoutim;0802;0.6;1
2021;09;Oliveira de Frades;1810;2.0;2
2021;09;Castro Marim;0804;0.9;1
2021;09;Ourique;0212;1.5;1
2021;09;Sertã;0509;1.95;2
2021;09;Sertã;0509;0.0;1
2021;09;Sertã;0509;1.8;2
2021;09;Peso da Régua;1708;1.2;2
2021;09;Mogadouro;0408;1.05;1
2021;09;Boticas;1702;4.78;3
2021;09;Sabrosa;1710;0.96;1
2021;09;Lamego;1805;1.0;1
2021;09;Vila Nova de Paiva;1822;0.6;1
2021;09;Alcobaça;1001;0.6;1
2021;10;Alcobaça;1001;4.9;2
2021;09;Óbidos;1012;1.5;1
2021;09;Setúbal;1512;3.0;1
2021;10;Setúbal;1512;1.5;2
2021;10;Viana do Castelo;1609;0.7;3
2021;09;Mira;0608;3.45;4
2021;09;Coimbra;0603;14.5;7
2021;10;Coimbra;0603;13.25;9
2021;09;Braga;0303;2.65;3
2021;09;Braga;0303;0.64;1
2021;09;Guimarães;0308;21.95;12
2021;09;Maia;1306;14.08;8
2021;09;Tavira;0814;25.0;1
2021;10;Tavira;0814;4.2;1
2021;09;Rio Maior;1414;2.0;1
2021;09;Rio Maior;1414;1.0;1
2021;09;Pombal;1015;1.0;1
2021;09;Águeda;0101;16.8;3
2021;09;Palmela;1508;19.45;11
2021;09;Alcanena;1402;0.6;1
2021;09;Alcanena;1402;10.0;1
2021;09;Soure;0615;1.25;1
2021;09;Lagoa;0806;1.2;1
2021;09;Lagoa;0806;21.6;6
2021;09;Matosinhos;1308;6.0;1
2021;09;Matosinhos;1308;0.9;1
2021;09;Coruche;1409;0.6;1
2021;10;Coruche;1409;1.24;2
2021;09;Moita;1506;3.0;1
2021;09;Vizela;0314;7.5;3
2021;09;Torres Novas;1419;10.6;2
2021;10;Torres Novas;1419;15.75;2
2021;09;Arganil;0601;2.5;2
2021;09;Paços de Ferreira;1309;7.8;5
2021;09;Castelo de Paiva;0106;2.5;1
2021;09;Castelo de Paiva;0106;1.4;1
2021;09;Vila do Conde;1316;2.65;4
2021;09;Vila do Conde;1316;5.85;4
2021;09;Santarém;1416;7.5;2
2021;09;Arcos de Valdevez;1601;2.0;1
2021;10;Arcos de Valdevez;1601;0.3;1
2021;09;Sintra;1111;24.0;1
2021;09;Ourique;0212;1.0;1
2021;09;Aljezur;0803;3.0;1
2021;10;Aljezur;0803;2.25;2
2021;09;Cantanhede;0602;3.45;3
2021;09;Cantanhede;0602;2.0;2
2021;10;Leiria;1009;9.5;5
2021;10;Leiria;1009;7.2;6
2021;09;Covilhã;0503;8.2;7
2021;09;Covilhã;0503;3.5;1
2021;10;Covilhã;0503;3.7;2
2021;10;Benavente;1405;1.4;2
2021;09;Lagos;0807;5.5;1
2021;09;Nazaré;1011;5.25;2
2021;10;Condeixa-a-Nova;0604;5.0;1
2021;09;Fafe;0307;3.0;1
2021;10;Fafe;0307;2.0;3
2021;10;Fafe;0307;13.1;3
2021;09;Fundão;0504;1.5;2
2021;09;Seixal;1510;5.3;5
2021;09;Seixal;1510;3.7;3
2021;09;Seixal;1510;0.6;1
2021;09;Espinho;0107;0.6;1
2021;10;Viseu;1823;8.28;5
2021;09;Portimão;0811;0.25;2
2021;10;Vila Real;1714;2.9;2
2021;09;Santo Tirso;1314;3.6;3
2021;10;Santo Tirso;1314;108.0;1
2021;09;Santa Maria da Feira;0109;2.0;1
2021;09;Amares;0301;0.3;1
2021;10;Vila Franca de Xira;1114;13.0;5
2021;09;Faro;0805;0.5;1
2021;09;Faro;0805;14.2;5
2021;10;Odivelas;1116;0.75;1
2021;09;Albufeira;0801;10.0;2
2021;09;Santiago do Cacém;1509;1.25;1
2021;09;Figueira da Foz;0605;5.4;4
2021;09;Azambuja;1103;0.25;1
2021;10;Azambuja;1103;0.87;1
2021;09;Alcochete;1502;2.0;1
2021;09;Salvaterra de Magos;1415;1.54;2
2021;09;Ourém;1421;1.2;3
2021;10;Ourém;1421;0.9;1
2021;09;Resende;1813;1.4;1
2021;09;Lousada;1305;0.9;1
2021;09;Lousada;1305;3.32;2
2021;09;Amarante;1301;18.8;7
2021;09;Grândola;1505;0.3;1
2021;09;Tomar;1418;17.6;7
2021;09;Lisboa;1106;5.5;2
2021;09;Olhão;0810;7.75;3
2021;10;Olhão;0810;2.5;2
2021;09;Anadia;0103;5.9;2
2021;09;Porto;1312;4.0;2
2021;10;Porto;1312;4.6;2
2021;09;Oeiras;1110;8.0;3
2021;09;Peniche;1014;0.6;1
2021;09;Almada;1503;10.15;3
2021;09;Almada;1503;13.9;7
2021;09;Felgueiras;1303;0.6;2
2021;10;Felgueiras;1303;2.95;6
2021;09;Vila Nova de Famalicão;0312;3.55;3
2021;10;Vila Nova de Famalicão;0312;11.99;7
2021;10;Vila Nova de Famalicão;0312;21.8;16
2021;09;Moura;0210;1.2;2
2021;09;Loures;1107;25.0;1
2021;09;Alvaiázere;1002;3.0;1
2021;09;Oliveira do Hospital;0611;2.5;1
2021;09;Arruda dos Vinhos;1102;2.6;2
2021;10;Sesimbra;1511;9.78;6
2021;10;Paredes;1310;1.5;1
2021;09;Batalha;1004;1.0;1
2021;09;Vimioso;0411;1.25;1
2021;09;Penafiel;1311;1.7;2
2021;10;Trofa;1318;0.48;1
2021;09;Ovar;0115;10.2;7
2021;10;Paredes de Coura;1605;1.55;1
2021;10;Chaves;1703;1.71;2
2021;10;Amadora;1115;0.35;1
2021;10;Pinhel;0910;1.8;1
2021;10;São João da Madeira;0116;1.0;1
2021;10;Santa Comba Dão;1814;1.15;2
2021;10;Mealhada;0111;7.3;3
2021;10;Torres Vedras;1113;10.0;2
2021;10;Oeiras;1110;9.2;4
2021;10;Lisboa;1106;2.93;3
2021;10;Porto;1312;33.75;8
2021;10;Almada;1503;3.65;4
2021;10;Melgaço;1603;4.9;2
2021;10;Setúbal;1512;8.46;7
2021;10;Santiago do Cacém;1509;0.0;1
2021;10;Lagos;0807;1.7;2
2021;10;Serpa;0213;0.75;1
2021;10;Sintra;1111;28.69;8
2021;10;Ponte de Lima;1607;5.36;2
2021;10;Vila Nova de Famalicão;0312;22.3;15
2021;10;Grândola;1505;11.2;2
2021;10;Pombal;1015;7.83;5
2021;10;Santarém;1416;14.0;6
2021;10;Guarda;0907;3.0;1
2021;10;Guarda;0907;13.68;4
2021;10;Santa Maria da Feira;0109;1.76;2
2021;10;Amares;0301;3.0;1
2021;10;Viana do Castelo;1609;6.6;6
2021;10;Reguengos de Monsaraz;0711;5.0;1
2021;10;Mira;0608;1.0;1
2021;10;Pedrógão Grande;1013;2.5;1
2021;10;Alcochete;1502;0.5;1
2021;10;Braga;0303;11.86;14
2021;09;Terras de Bouro;0310;0.75;1
2021;09;Valpaços;1712;0.7;1
2021;09;Valpaços;1712;1.5;2
2021;10;Valpaços;1712;3.68;1
2021;10;Vila Pouca de Aguiar;1713;0.75;2
2021;09;Vila Nova de Foz Côa;0914;1.6;1
2021;10;Carregal do Sal;1802;0.87;1
2021;09;Mirandela;0407;2.0;2
2021;09;Monção;1604;0.6;1
2021;10;Penamacor;0507;1.5;1
2021;09;Alpiarça;1404;0.6;2
2021;09;Vila Nova de Poiares;0617;1.2;1
2021;09;Penedono;1812;3.68;1
2021;10;Penedono;1812;2.0;2
2021;10;Viana do Alentejo;0713;0.7;1
2021;10;Montemor-o-Novo;0706;4.0;1
2021;09;Valongo;1315;2.9;2
2021;10;Valongo;1315;3.0;1
2021;09;Barcelos;0302;5.6;4
2021;09;São Brás de Alportel;0812;4.0;2
2021;09;Bombarral;1005;0.75;1
2021;09;Sines;1513;0.3;1
2021;09;Gouveia;0906;1.0;1
2021;09;Pampilhosa da Serra;0612;1.25;2
2021;09;Tarouca;1820;2.0;1
2021;10;Vila de Rei;0510;0.75;1
2021;10;Avis;1203;0.95;2
2021;10;Vila Viçosa;0714;0.7;1
2021;10;Aljustrel;0201;3.68;1
2021;10;Peniche;1014;0.9;1
2021;10;Peniche;1014;1.5;1
2021;10;Esposende;0306;4.3;4
2021;10;Valpaços;1712;5.18;2
2021;10;Valpaços;1712;0.35;1
2021;10;Vouzela;1824;0.5;1
2021;10;Vouzela;1824;1.28;1
2021;10;Santo Tirso;1314;3.0;1
2021;10;Santo Tirso;1314;0.0;1
2021;10;Barcelos;0302;14.9;8
2021;10;Barcelos;0302;33.5;10
2021;10;Tomar;1418;0.58;1
2021;10;Tomar;1418;3.5;2
2021;10;Estarreja;0108;1.8;1
2021;10;Melgaço;1603;2.5;1
2021;10;Aljustrel;0201;1.44;2
2021;10;Santa Maria da Feira;0109;8.0;1
2021;10;Santa Maria da Feira;0109;1.2;1
2021;10;Santa Maria da Feira;0109;14.05;7
2021;10;Vila Pouca de Aguiar;1713;1.25;2
2021;10;Vila Pouca de Aguiar;1713;3.34;3
2021;10;Azambuja;1103;4.2;3
2021;10;Caldas da Rainha;1006;9.53;4
2021;10;Alcácer do Sal;1501;1.2;1
2021;10;Almada;1503;7.45;5
2021;10;Condeixa-a-Nova;0604;5.53;3
2021;10;Montijo;1507;2.1;2
2021;10;Cascais;1105;22.1;16
2021;10;Carregal do Sal;1802;4.0;1
2021;10;Carregal do Sal;1802;3.15;3
2021;10;Cantanhede;0602;4.08;3
2021;10;Cantanhede;0602;5.5;2
2021;10;Valongo;1315;2.8;2
2021;10;Valongo;1315;5.23;3
2021;10;Valongo;1315;12.7;3
2021;10;Marinha Grande;1010;4.9;2
2021;10;Arruda dos Vinhos;1102;0.75;1
2021;10;Anadia;0103;0.9;1
2021;10;Vila do Conde;1316;0.9;1
2021;10;Vila do Conde;1316;5.0;3
2021;10;Vila Real;1714;0.72;1
2021;10;Ovar;0115;5.9;3
2021;10;Ovar;0115;7.5;3
2021;10;Ovar;0115;0.6;1
2021;10;Vila Franca de Xira;1114;5.96;2
2021;10;Vila Franca de Xira;1114;1.45;1
2021;10;Maia;1306;3.7;4
2021;10;Bombarral;1005;0.6;1
2021;10;Odemira;0211;0.3;2
2021;10;Mangualde;1806;0.75;1
2021;10;Alcobaça;1001;2.9;4
2021;10;Sesimbra;1511;1.0;2
2021;10;Silves;0813;20.0;1
2021;10;Silves;0813;4.2;2
2021;10;Castelo Branco;0502;5.75;2
2021;10;Castelo Branco;0502;1.2;1
2021;10;Oeiras;1110;1.71;2
2021;10;Oeiras;1110;5.0;1
2021;10;Oeiras;1110;0.6;2
2021;10;Viana do Castelo;1609;1.0;2
2021;10;Chaves;1703;1.53;3
2021;10;Mafra;1109;10.1;7
2021;10;Mafra;1109;8.6;5
2021;10;Santa Comba Dão;1814;1.55;3
2021;10;Vila Nova de Gaia;1317;6.8;6
2021;10;Viana do Alentejo;0713;20.0;1
2021;10;Amares;0301;5.6;2
2021;10;Figueira da Foz;0605;1.2;1
2021;10;Figueira da Foz;0605;0.48;1
2021;10;Loulé;0808;14.55;7
2021;10;Loulé;0808;7.6;3
2021;10;Coruche;1409;16.4;3
2021;10;Vila Viçosa;0714;0.72;1
2021;10;Lisboa;1106;5.1;3
2021;10;Póvoa de Varzim;1313;7.2;5
2021;10;Póvoa de Varzim;1313;2.0;1
2021;10;Vila Nova de Famalicão;0312;18.95;6
2021;10;Vila Nova de Famalicão;0312;8.95;6
2021;10;Entroncamento;1410;1.5;1
2021;10;Entroncamento;1410;0.9;1
2021;10;Albergaria-a-Velha;0102;0.75;1
2021;10;Ourém;1421;3.95;3
2021;10;Ourém;1421;0.6;2
2021;10;Viseu;1823;3.68;1
2021;10;Alcochete;1502;1.1;1
2021;10;Alcochete;1502;4.0;1
2021;10;Aveiro;0105;7.45;3
2021;10;Santiago do Cacém;1509;5.0;1
2021;10;Sertã;0509;0.25;1
2021;10;Castelo de Paiva;0106;3.3;2
2021;10;Monção;1604;1.05;1
2021;10;Pinhel;0910;2.0;3
2021;10;Nisa;1212;0.6;1
2021;10;Pombal;1015;3.4;2
2021;10;Loures;1107;2.0;2
2021;10;Lousada;1305;0.9;2
2021;10;Arcos de Valdevez;1601;4.15;2
2021;10;Lousã;0607;0.3;1
2021;10;Marvão;1210;1.0;1
2021;10;Covilhã;0503;2.1;2
2021;10;Ponte de Lima;1607;6.5;2
2021;10;Ponte de Lima;1607;2.0;3
2021;10;Almeirim;1403;5.0;3
2021;10;Mortágua;1808;0.35;1
2021;10;Celorico de Basto;0305;4.2;1
2021;10;Golegã;1412;6.0;1
2021;10;Lagos;0807;2.6;3
2021;10;Braga;0303;17.69;11
2021;10;Ponte de Lima;1607;1.2;1
2021;10;Valongo;1315;4.7;2
2021;10;Matosinhos;1308;0.89;4
2021;10;Albergaria-a-Velha;0102;5.0;1
2021;10;São Pedro do Sul;1816;1.5;1
2021;10;Torres Novas;1419;1.5;1
2021;10;Tábua;0616;3.5;2
2021;10;Porto de Mós;1016;5.0;1
2021;10;Paços de Ferreira;1309;1.65;2
2021;10;Cascais;1105;5.52;5
2021;10;Lourinhã;1108;0.5;1
2021;10;Aveiro;0105;2.5;1
2021;10;Vale de Cambra;0119;7.05;2
2021;10;Viana do Castelo;1609;1.85;3
2021;10;Penacova;0613;3.6;1
2021;10;Alcobaça;1001;3.9;2
2021;10;Caminha;1602;0.5;2
2021;10;Mafra;1109;10.32;11
2021;10;Fafe;0307;1.5;1
2021;10;Santarém;1416;2.2;3
2021;10;Mação;1413;0.5;1
2021;10;Mação;1413;3.0;1
2021;10;Águeda;0101;2.9;2
2021;10;Águeda;0101;10.29;6
2021;10;Fronteira;1208;5.7;3
2021;10;Guimarães;0308;8.58;7
2021;10;Guimarães;0308;0.0;1
2021;10;Guimarães;0308;24.28;10
2021;10;Cartaxo;1406;8.0;1
2021;10;Cartaxo;1406;1.0;1
2021;10;Cartaxo;1406;0.75;1
2021;10;Oliveira do Bairro;0114;0.25;1
2021;10;Oliveira do Bairro;0114;2.66;3
2021;10;Alenquer;1101;0.6;2
2021;10;Alenquer;1101;8.2;3
2021;10;Castro Verde;0206;1.45;1
2021;10;Castro Verde;0206;1.5;1
2021;10;Rio Maior;1414;0.9;1
2021;10;Rio Maior;1414;1.6;2
2021;10;Chamusca;1407;0.6;2
2021;10;Chamusca;1407;2.4;2
2021;10;Valença;1608;3.0;1
2021;10;Mondim de Basto;1705;0.64;1
2021;10;Óbidos;1012;4.5;2
2021;10;Ponte de Sor;1213;6.0;1
2021;10;Portel;0709;0.5;1
2021;10;Vila Velha de Ródão;0511;1.2;1
2021;10;Portalegre;1214;3.0;1
2021;10;Vila do Bispo;0815;1.8;1
2021;10;Barrancos;0204;3.0;1
2021;10;Redondo;0710;2.99;2
2021;10;Alcácer do Sal;1501;1.8;2
2021;10;Alcácer do Sal;1501;3.6;3
2021;10;Alcácer do Sal;1501;1.5;2
2021;10;São Brás de Alportel;0812;0.75;1
2021;10;São Brás de Alportel;0812;4.8;2
2021;10;Santa Maria da Feira;0109;2.0;1
2021;10;Santa Maria da Feira;0109;6.88;4
2021;10;Condeixa-a-Nova;0604;1.8;1
2021;10;Condeixa-a-Nova;0604;1.0;1
2021;10;Figueira da Foz;0605;1.05;1
2021;10;Figueira da Foz;0605;0.6;1
2021;10;Benavente;1405;4.2;1
2021;10;Benavente;1405;6.7;3
2021;10;Évora;0705;17.07;11
2021;10;Évora;0705;800.2;1
2021;10;Albufeira;0801;3.6;1
2021;10;Albufeira;0801;7.27;4
2021;10;Seixal;1510;9.35;4
2021;10;Seixal;1510;15.1;9
2021;10;Seixal;1510;19.27;15
2021;10;Estarreja;0108;2.2;2
2021;10;Estarreja;0108;1.05;1
2021;10;Maia;1306;1.95;2
2021;10;Vila Nova de Gaia;1317;8.36;6
2021;10;Vila Nova de Gaia;1317;21.2;8
2021;10;Vila Nova de Gaia;1317;20.9;3
2021;10;Lousada;1305;0.58;1
2021;10;Lousada;1305;4.18;2
2021;10;Gondomar;1304;2.94;3
2021;10;Bragança;0402;1.5;1
2021;10;Bragança;0402;0.35;1
2021;10;Bragança;0402;1.05;1
2021;10;Oliveira do Bairro;0114;5.0;2
2021;10;Montemor-o-Velho;0610;4.28;4
2021;10;Viseu;1823;6.3;4
2021;10;Póvoa de Varzim;1313;5.45;5
2021;10;Monção;1604;2.0;1
2021;10;Alcobaça;1001;0.6;1
2021;10;Murtosa;0112;2.25;2
2021;10;Vagos;0118;1.68;2
2021;10;Águeda;0101;1.24;2
2021;10;Águeda;0101;1.35;2
2021;10;Águeda;0101;5.9;5
2021;10;Barcelos;0302;2.45;4
2021;10;Barcelos;0302;30.0;1
2021;10;Barcelos;0302;3.8;3
2021;10;Sertã;0509;3.0;1
2021;10;Mação;1413;1.1;2
2021;10;Loures;1107;8.7;4
2021;10;Murça;1707;1.92;2
2021;10;Vila Nova de Famalicão;0312;13.45;14
2021;10;Vila Nova de Famalicão;0312;1.9;2
2021;10;Arraiolos;0702;0.7;1
2021;10;Oliveira de Azeméis;0113;27.0;1
